CAS number,Principal name,Primary descriptor,Descriptor 2,Descriptor 3,fragrance_family,all_descriptors
55590-83-5,"pentanoic acid, 2-methylbutyl ester",fruity,valerian,floral,fruity,"['fruity', 'valerian', 'floral']"
26516-27-8,"pentanoic acid, 3-methyl-2-oxo-, ethyl ester",food like,nutty,woody,food like,"['food like', 'nutty', 'woody']"
628-63-7,pentyl acetate,fruity,pear,banana,fruity,"['fruity', 'pear', 'banana']"
2049-96-9,pentyl benzoate,floral,soft,rose,floral,"['floral', 'soft', 'rose']"
25415-62-7,pentyl isovalerate,fruity,apple,pear,fruity,"['fruity', 'apple', 'pear']"
5137-52-0,pentyl phenylacetate,balsamic,sweet,honey,balsamic,"['balsamic', 'sweet', 'honey']"
624-54-4,pentyl propionate,fruity,sweet,pineapple,fruity,"['fruity', 'sweet', 'pineapple']"
68917-24-8,"pepper oil black, terpene-free",spicy,peppery,warm,spicy,"['spicy', 'peppery', 'warm']"
8006-82-4,"pepper, black, absolute",spicy,peppery,warm,spicy,"['spicy', 'peppery', 'warm']"
8002-56-0,"pepper, black, oleoresin",spicy,warm,peppery,spicy,"['spicy', 'warm', 'peppery']"
72869-79-5,"pepper, black, terpenes",spicy,peppery,warm,spicy,"['spicy', 'peppery', 'warm']"
68606-97-3,"peppermint oil, terpeneless",minty,peppermint,fresh,minty,"['minty', 'peppermint', 'fresh']"
8006-90-4,peppermint absolute,minty,herbal,camphoraceous,minty,"['minty', 'herbal', 'camphoraceous']"
68608-37-7,"peppermint oil, terpenes",herbal,minty,cooling,herbal,"['herbal', 'minty', 'cooling']"
68606-96-2,"peppermint oils, reaction products with hydrogen sulfide",minty,peppermint,fresh,minty,"['minty', 'peppermint', 'fresh']"
68132-21-8,perilla oil,herbal,green,spicy,herbal,"['herbal', 'green', 'spicy']"
444085-42-1,persicaria odorata oil,spicy,coriander,floral,spicy,"['spicy', 'coriander', 'floral']"
123-07-9,p-ethylphenol,smoky,leathery,warm,smoky,"['smoky', 'leathery', 'warm']"
8014-17-3,petitgrain bigarade oil,floral,spicy,fresh,floral,"['floral', 'spicy', 'fresh']"
8048-51-9,petitgrain lemon oil,floral,green,spicy,floral,"['floral', 'green', 'spicy']"
68915-85-5,"petitgrain oil terpeneless, paraguay",floral,neroli,green,floral,"['floral', 'neroli', 'green']"
68917-61-3,"petitgrain oil terpenes, paraguay",green,orange,floral,green,"['green', 'orange', 'floral']"
68606-99-5,"petitgrain oils, saponified",citrus,petitgrain,floral,citrus,"['citrus', 'petitgrain', 'floral']"
1329-99-3,phellandrene,herbal,minty,balsamic,herbal,"['herbal', 'minty', 'balsamic']"
6315-04-4,phenethyl 2-ethylbutyrate,fruity,green,floral,fruity,"['fruity', 'green', 'floral']"
103-45-7,phenethyl acetate,floral,rose,honey,floral,"['floral', 'rose', 'honey']"
60-12-8,phenethyl alcohol,floral,rose,honey,floral,"['floral', 'rose', 'honey']"
94-47-3,phenethyl benzoate,floral,rose,balsamic,floral,"['floral', 'rose', 'balsamic']"
103-52-6,phenethyl butyrate,fruity,floral,sweet,fruity,"['fruity', 'floral', 'sweet']"
103-53-7,phenethyl cinnamate,floral,spicy,balsamic,floral,"['floral', 'spicy', 'balsamic']"
104-62-1,phenethyl formate,floral,rose,hyacinth,floral,"['floral', 'rose', 'hyacinth']"
6290-37-5,phenethyl hexanoate,fruity,sweet,honey,fruity,"['fruity', 'sweet', 'honey']"
103-48-0,phenethyl isobutyrate,fruity,honey,floral,fruity,"['fruity', 'honey', 'floral']"
2257-09-2,phenethyl isothiocyanate,green,fruity,oily,green,"['green', 'fruity', 'oily']"
140-26-1,phenethyl isovalerate,fruity,berry,sweet,fruity,"['fruity', 'berry', 'sweet']"
5457-70-5,phenethyl octanoate,floral,green,fruity,floral,"['floral', 'green', 'fruity']"
102-20-5,phenethyl phenylacetate,floral,rose,balsamic,floral,"['floral', 'rose', 'balsamic']"
122-70-3,phenethyl propionate,green,hyacinth,nasturtium,green,"['green', 'hyacinth', 'nasturtium']"
87-22-9,phenethyl salicylate,floral,powdery,rose,floral,"['floral', 'powdery', 'rose']"
55719-85-2,phenethyl tiglate,floral,aromatic,rose,floral,"['floral', 'aromatic', 'rose']"
108-95-2,phenol,animal like,phenolic,dry,animal like,"['animal like', 'phenolic', 'dry']"
52514-67-7,"phenol, 2-ethoxy-4-(4,4,6-trimethyl-1,3-dioxan-2-yl)-",gourmand,vanilla,creamy,gourmand,"['gourmand', 'vanilla', 'creamy']"
71119-07-8,"phenol, 2-ethoxy-4-(ethoxymethyl)-",spicy,vanilla,woody,spicy,"['spicy', 'vanilla', 'woody']"
52514-66-6,"phenol, 2-methoxy-4-(4,4,6-trimethyl-1,3-dioxan-2-yl)-",gourmand,sweet,vanilla,gourmand,"['gourmand', 'sweet', 'vanilla']"
70955-71-4,"phenol, 2-methoxy-, reaction products with 2,2-dimethyl-3-
methylenebicyclo[2.2.1]heptane, hydrogenated",woody,sandalwood,warm,woody,"['woody', 'sandalwood', 'warm']"
2120-70-9,phenoxyacetaldehyde,green,floral,aldehydic,green,"['green', 'floral', 'aldehydic']"
118-55-8,phenyl salicylate,balsamic,floral,ylang,balsamic,"['balsamic', 'floral', 'ylang']"
122-78-1,phenylacetaldehyde,floral,hyacinth,green,floral,"['floral', 'hyacinth', 'green']"
67633-94-7,"phenylacetaldehyde 2,4-dihydroxy-2-methylpentane acetal",floral,hyacinth,green,floral,"['floral', 'hyacinth', 'green']"
6314-97-2,phenylacetaldehyde diethyl acetal,green,floral,fresh,green,"['green', 'floral', 'fresh']"
101-48-4,phenylacetaldehyde dimethyl acetal,floral,green,hyacinth,floral,"['floral', 'green', 'hyacinth']"
101-49-5,phenylacetaldehyde ethylene glycol acetal,green,floral,hyacinth,green,"['green', 'floral', 'hyacinth']"
29895-73-6,phenylacetaldehyde glyceryl acetal,floral,green,honey,floral,"['floral', 'green', 'honey']"
7028-48-0,phenylacetaldehyde oxime,green,honey,floral,green,"['green', 'honey', 'floral']"
103-82-2,phenylacetic acid,honey,floral,sweet,honey,"['honey', 'floral', 'sweet']"
24817-51-4,phenylethyl 2-methylbutyrate,floral,green,rose,floral,"['floral', 'green', 'rose']"
133-18-6,phenylethyl anthranilate,floral,sweet,rose,floral,"['floral', 'sweet', 'rose']"
56011-02-0,phenylethyl isoamyl ether,green,fruity,fresh,green,"['green', 'fruity', 'fresh']"
1335-10-0,phenylpropionaldehyde,green,aldehydic,floral,green,"['green', 'aldehydic', 'floral']"
150-86-7,phytol,floral,waxy,powdery,floral,"['floral', 'waxy', 'powdery']"
10236-16-5,phytyl acetate,balsamic,fruity,jasmin,balsamic,"['balsamic', 'fruity', 'jasmin']"
8000-26-8,"pine needle, dwarf, oil",aromatic,pine,woody,aromatic,"['aromatic', 'pine', 'woody']"
8002-09-3,pine oil,herbal,pine,fresh,herbal,"['herbal', 'pine', 'fresh']"
68440-45-9,"pine oils, acetylated",herbal,pine,woody,herbal,"['herbal', 'pine', 'woody']"
8023-99-2,pine scotch absolute,aromatic,woody,pine,aromatic,"['aromatic', 'woody', 'pine']"
8011-48-1,pine tar oil,aromatic,pine,citrus,aromatic,"['aromatic', 'pine', 'citrus']"
73049-71-5,"pine, extract",aromatic,pine,woody,aromatic,"['aromatic', 'pine', 'woody']"
97676-05-6,"pine, pinus pumila, extract",aromatic,pine,green,aromatic,"['aromatic', 'pine', 'green']"
68917-26-0,pineapple alcoholate,fruity,pineapple,sweet,fruity,"['fruity', 'pineapple', 'sweet']"
97676-27-2,pineapple extract,fruity,pineapple,green,fruity,"['fruity', 'pineapple', 'green']"
1078-95-1,pinocarvyl acetate,herbal,pine,green,herbal,"['herbal', 'pine', 'green']"
90082-60-3,piper longum co2 extract,spicy,peppery,dry,spicy,"['spicy', 'peppery', 'dry']"
110-89-4,piperidine,floral,sweet,animal like,floral,"['floral', 'sweet', 'animal like']"
94-62-2,piperine,balsamic,animal like,peppery,balsamic,"['balsamic', 'animal like', 'peppery']"
89-81-6,piperitone,herbal,minty,camphoraceous,herbal,"['herbal', 'minty', 'camphoraceous']"
120-57-0,piperonal,anisic,floral,powdery,anisic,"['anisic', 'floral', 'powdery']"
326-61-4,piperonyl acetate,fruity,raspberry,floral,fruity,"['fruity', 'raspberry', 'floral']"
6658-48-6,p-isobutyl-alpha-methyl hydrocinnamaldehyde,floral,muguet,citrus,floral,"['floral', 'muguet', 'citrus']"
4395-92-0,p-isopropyl phenylacetaldehyde,green,leafy,woody,green,"['green', 'leafy', 'woody']"
59230-57-8,p-isopropylbenzyl acetate,herbal,bergamot,fresh,herbal,"['herbal', 'bergamot', 'fresh']"
536-60-7,p-isopropylbenzyl alcohol,spicy,sweet,aromatic,spicy,"['spicy', 'sweet', 'aromatic']"
92457-29-9,plumeria absolute,floral,frangipani,sweet,floral,"['floral', 'frangipani', 'sweet']"
10482-56-1,p-menth-1-en-8-ol (s),herbal,floral,pine,herbal,"['herbal', 'floral', 'pine']"
138-87-4,p-menth-8-en-1-ol,woody,pine,herbal,woody,"['woody', 'pine', 'herbal']"
7764-50-3,p-menth-8-en-2-one,minty,warm,herbal,minty,"['minty', 'warm', 'herbal']"
99-86-5,"p-mentha-1,3-diene",citrus,lemon,herbal,citrus,"['citrus', 'lemon', 'herbal']"
99-85-4,"p-mentha-1,4-diene",herbal,citrus,spicy,herbal,"['herbal', 'citrus', 'spicy']"
2111-75-3,"p-mentha-1,8-dien-7-al",green,fresh,herbal,green,"['green', 'fresh', 'herbal']"
536-59-4,"p-mentha-1,8-dien-7-ol",floral,spicy,woody,floral,"['floral', 'spicy', 'woody']"
15111-96-3,"p-mentha-1,8-dien-7-yl acetate",fruity,woody,raspberry,fruity,"['fruity', 'woody', 'raspberry']"
38462-22-5,p-mentha-8-thiol-3-one,fruity,berry,citrus,fruity,"['fruity', 'berry', 'citrus']"
499-70-7,p-menthan-2-one,minty,spearmint,cooling,minty,"['minty', 'spearmint', 'cooling']"
68921-26-6,p-menthylene sulfide 1% in limonene,citrus,grapefruit,spicy,citrus,"['citrus', 'grapefruit', 'spicy']"
123-11-5,p-methoxybenzaldehyde,powdery,almond,anisic,powdery,"['powdery', 'almond', 'anisic']"
874-90-8,p-methoxybenzonitrile,floral,sweet,coumarin,floral,"['floral', 'sweet', 'coumarin']"
1963-36-6,p-methoxycinnamaldehyde,spicy,cinnamon,sweet,spicy,"['spicy', 'cinnamon', 'sweet']"
84697-09-6,p-methyl-alpha-amyl cinnamic aldehyde,floral,violet,jasmin,floral,"['floral', 'violet', 'jasmin']"
104-93-8,p-methylanisole,floral,fresh,ylang,floral,"['floral', 'fresh', 'ylang']"
91-61-2,p-methyltetrahydroquinoline,animal like,amber,indolic,animal like,"['animal like', 'amber', 'indolic']"
104-45-0,p-propylanisole,herbal,anisic,fruity,herbal,"['herbal', 'anisic', 'fruity']"
76649-23-5,prenyl isobutyrate,fruity,blueberry,raspberry,fruity,"['fruity', 'blueberry', 'raspberry']"
1005328-84-6,procavia capensis extract,animal like,leathery,tobacco,animal like,"['animal like', 'leathery', 'tobacco like']"
478695-70-4,"propanedioic acid, 1-(3,3-dimethylcyclohexyl) ethyl, ethyl ester",musk like,apple,powdery,musk like,"['musk like', 'apple', 'powdery']"
107-03-9,propanethiol,green,sulfurous,cabbage,green,"['green', 'sulfurous', 'cabbage']"
25265-77-4,"propanoic acid, 2-methyl-, monoester with 2,2,4-trimethyl-1,3-pentanediol",fruity,fresh,floral,fruity,"['fruity', 'fresh', 'floral']"
34451-19-9,"propanoic acid, 2-hydroxy-, butyl ester, (2s)-",fruity,sweet,fermented,fruity,"['fruity', 'sweet', 'fermented']"
94-86-0,propenylguaethol,gourmand,vanilla,sweet,gourmand,"['gourmand', 'vanilla', 'sweet']"
123-38-6,propionaldehyde,fruity,earthy,nutty,fruity,"['fruity', 'earthy', 'nutty']"
79-09-4,propionic acid,acidic,pungent,cheesy,acidic,"['acidic', 'pungent', 'cheesy']"
319002-92-1,"propyl (2s)-2-(1,1-dimethylpropoxy)-propanoate",herbal,fresh,sage,herbal,"['herbal', 'fresh', 'sage']"
37064-20-3,propyl 2-methylbutyrate,fruity,fermented,sweet,fruity,"['fruity', 'fermented', 'sweet']"
109-60-4,propyl acetate,fruity,raspberry,pear,fruity,"['fruity', 'raspberry', 'pear']"
71-23-8,propyl alcohol,fruity,musty,fermented,fruity,"['fruity', 'musty', 'fermented']"
105-66-8,propyl butyrate,fruity,sweet,tropical-fruit,fruity,"['fruity', 'sweet', 'tropical-fruit']"
626-77-7,propyl hexanoate,fruity,pineapple,green,fruity,"['fruity', 'pineapple', 'green']"
557-00-6,propyl isovalerate,fruity,apple,sweet,fruity,"['fruity', 'apple', 'sweet']"
7493-57-4,propyl phenethyl acetal,floral,green,hyacinth,floral,"['floral', 'green', 'hyacinth']"
4606-15-9,propyl phenylacetate,floral,sweet,honey,floral,"['floral', 'sweet', 'honey']"
106-36-5,propyl propionate,fruity,sweet,pineapple,fruity,"['fruity', 'sweet', 'pineapple']"
68412-04-4,pseudo linalyl acetate,citrus,sweet,floral,citrus,"['citrus', 'sweet', 'floral']"
80-54-6,p-t-butyl-alpha-methylhydrocinnamic aldehyde,floral,muguet,aldehydic,floral,"['floral', 'muguet', 'aldehydic']"
943-27-1,p-tert-butylacetophenone,floral,musk like,warm,floral,"['floral', 'musk like', 'warm']"
98-53-3,p-tert-butylcyclohexanone,woody,camphoraceous,minty,woody,"['woody', 'camphoraceous', 'minty']"
18127-01-0,p-tert-butyldihydrocinnamaldehyde,floral,muguet,aldehydic,floral,"['floral', 'muguet', 'aldehydic']"
104-87-0,p-tolualdehyde,spicy,fruity,almond,spicy,"['spicy', 'fruity', 'almond']"
55066-56-3,p-tolyl 3-methylbutyrate,tobacco like,spicy,herbal,tobacco like,"['tobacco like', 'spicy', 'herbal']"
140-39-6,p-tolyl acetate,floral,ylang,phenolic,floral,"['floral', 'ylang', 'phenolic']"
589-18-4,p-tolyl alcohol,spicy,cinnamon,floral,spicy,"['spicy', 'cinnamon', 'floral']"
103-93-5,p-tolyl isobutyrate,floral,lily,fruity,floral,"['floral', 'lily', 'fruity']"
59558-23-5,p-tolyl octanoate,floral,animal like,jasmin,floral,"['floral', 'animal like', 'jasmin']"
101-94-0,p-tolyl phenylacetate,floral,narcissus,hyacinth,floral,"['floral', 'narcissus', 'hyacinth']"
104-09-6,p-tolylacetaldehyde,green,hyacinth,almond,green,"['green', 'hyacinth', 'almond']"
2882-20-4,"pyrazine, 2-methyl-3-(methylthio)-",food like,nutty,almond,food like,"['food like', 'nutty', 'almond']"
67952-65-2,"pyrazine, methyl (methylthio)-",food like,nutty,earthy,food like,"['food like', 'nutty', 'earthy']"
90145-47-4,"pyridine, 3-(2,2-dimethylpropyl)-",fruity,floral,green,fruity,"['fruity', 'floral', 'green']"
862079-91-2,"pyridine, 4-[1(4-,5 or 6)-methylbicyclo[2.2.1]hept-5-en-2-yl]-",green,onion,phenolic,green,"['green', 'onion', 'phenolic']"
125352-06-9,"pyridine, 4-ethenyl-, reaction products with 3a,4,7,7a-tetrahydrodimethyl-4,7-methano-
1h-indene",floral,orris,violet,floral,"['floral', 'orris', 'violet']"
8030-97-5,pyroligneous acid,woody,smoky,burnt,woody,"['woody', 'smoky', 'burnt']"
8028-47-5,pyroligneous acid extract,woody,smoky,dry,woody,"['woody', 'smoky', 'dry']"
127-17-3,pyruvic acid,acidic,sharp,ethereal,acidic,"['acidic', 'sharp', 'ethereal']"
68917-78-2,"resins, oleo-, paprika",spicy,sweet,aromatic,spicy,"['spicy', 'sweet', 'aromatic']"
108-46-3,resorcinol,balsamic,hawthorn,floral,balsamic,"['balsamic', 'hawthorn', 'floral']"
6812-78-8,rhodinol,floral,rose,geranium,floral,"['floral', 'rose', 'geranium']"
141-11-7,rhodinyl acetate,floral,rose,citrus,floral,"['floral', 'rose', 'citrus']"
141-15-1,rhodinyl butyrate,fruity,rose,citrus,fruity,"['fruity', 'rose', 'citrus']"
141-09-3,rhodinyl formate,floral,citrus,fruity,floral,"['floral', 'citrus', 'fruity']"
10486-14-3,rhodinyl phenylacetate,floral,rose,honey,floral,"['floral', 'rose', 'honey']"
105-89-5,rhodinyl propionate,floral,rose,geranium,floral,"['floral', 'rose', 'geranium']"
68553-81-1,rice absolute,food like,rice,oily,food like,"['food like', 'rice', 'oily']"
8007-01-0,rose,floral,rose,green,floral,"['floral', 'rose', 'green']"
90106-38-0,rose absolute,floral,rose,creamy,floral,"['floral', 'rose', 'creamy']"
3033-23-6,rose oxide levo,floral,woody,dry,floral,"['floral', 'woody', 'dry']"
8000-25-7,rosemary absolute,herbal,aromatic,fresh,herbal,"['herbal', 'aromatic', 'fresh']"
68917-54-4,"rosemary oils, terpene-free",camphoraceous,rosemary,herbal,camphoraceous,"['camphoraceous', 'rosemary', 'herbal']"
8015-77-8,rosewood oil,floral,citrus,coriander,floral,"['floral', 'citrus', 'coriander']"
72379-31-8,rubus idaeus absolute,fruity,raspberry,green,fruity,"['fruity', 'raspberry', 'green']"
8014-29-7,rue oil,herbal,fruity,sharp,herbal,"['herbal', 'fruity', 'sharp']"
8030-89-5,rum ether,fruity,fermented,ethereal,fruity,"['fruity', 'fermented', 'ethereal']"
34322-09-3,s-(1-methylpropyl) 3-methylbut-2-enethioate,green,herbal,spicy,green,"['green', 'herbal', 'spicy']"
34365-79-2,s-1-methylethyl 3-methylbut-2-enethioate,green,herbal,leafy,green,"['green', 'herbal', 'leafy']"
2432-91-9,s-2-butyl 3-methylbutanethioate,green,herbal,leafy,green,"['green', 'herbal', 'leafy']"
3387-41-5,sabinene,balsamic,woody,pine,balsamic,"['balsamic', 'woody', 'pine']"
8022-19-3,saffron absolute,spicy,saffron,dry,spicy,"['spicy', 'saffron', 'dry']"
8022-56-8,sage dalmatian oil,herbal,sage,green,herbal,"['herbal', 'sage', 'green']"
90-02-8,salicylaldehyde,spicy,medicinal,cinnamon,spicy,"['spicy', 'medicinal', 'cinnamon']"
1070895-66-7,sandalwood absolute,woody,sandalwood,warm,woody,"['woody', 'sandalwood', 'warm']"
8006-87-9,sandalwood oil,woody,sandalwood,warm,woody,"['woody', 'sandalwood', 'warm']"
68917-53-3,"sandalwood oil, acetylated",woody,sandalwood,oily,woody,"['woody', 'sandalwood', 'oily']"
8024-35-9,"sandalwood oil, australian",woody,sandalwood,creamy,woody,"['woody', 'sandalwood', 'creamy']"
11031-45-1,santalol,woody,sandalwood,creamy,woody,"['woody', 'sandalwood', 'creamy']"
1323-00-8,santalyl acetate,woody,sandalwood,oily,woody,"['woody', 'sandalwood', 'oily']"
1365254-19-8,sarcocaulon mossamedense extract,woody,incense,balsamic,woody,"['woody', 'incense', 'balsamic']"
85085-28-5,sarcodactylis oil,citrus,lemon,fruity,citrus,"['citrus', 'lemon', 'fruity']"
8006-80-2,sassafras oil,spicy,camphoraceous,woody,spicy,"['spicy', 'camphoraceous', 'woody']"
8016-68-0,savory summer oil,herbal,aromatic,green,herbal,"['herbal', 'aromatic', 'green']"
90106-57-3,savory winter oil,herbal,aromatic,medicinal,herbal,"['herbal', 'aromatic', 'medicinal']"
68917-52-2,schinus molle oil,spicy,aromatic,peppery,spicy,"['spicy', 'aromatic', 'peppery']"
949495-68-5,schinus terebenthifolius co2 extract,spicy,peppery,floral,spicy,"['spicy', 'peppery', 'floral']"
515-03-7,sclareol,balsamic,amber,sage,balsamic,"['balsamic', 'amber', 'sage']"
564-20-5,sclareolide,woody,dry,amber,woody,"['woody', 'dry', 'amber']"
8023-80-1,scotch broom absolute,floral,jasmin,honey,floral,"['floral', 'jasmin', 'honey']"
2679-87-0,sec-butyl ethyl ether,fruity,berry,oily,fruity,"['fruity', 'berry', 'oily']"
68198-80-1,sec-butylquinoline,animal like,leathery,green,animal like,"['animal like', 'leathery', 'green']"
8008-74-0,sesame seed co2 extract,food like,sesame,toasted,food like,"['food like', 'sesame', 'toasted']"
34322-06-0,s-isopropyl 3-methylthiobutyrate,green,galbanum,sulfurous,green,"['green', 'galbanum', 'sulfurous']"
83-34-1,skatole,animal like,indolic,floral,animal like,"['animal like', 'indolic', 'floral']"
91770-24-0,"spearmint oil, 60%",minty,spearmint,herbal,minty,"['minty', 'spearmint', 'herbal']"
8008-79-5,spearminty absolute,minty,herbal,green,minty,"['minty', 'herbal', 'green']"
68917-46-4,"spearminty oil, terpeneless",minty,green,camphoraceous,minty,"['minty', 'green', 'camphoraceous']"
8016-78-2,spike lavender oil,floral,herbal,lavender,floral,"['floral', 'herbal', 'lavender']"
8022-22-8,spikenard oil,spicy,sweet,woody,spicy,"['spicy', 'sweet', 'woody']"
154171-76-3,"spiro[1,3-dioxolane-2,8'(5'h)-[2h-2,4a]methanonaphthalene], hexahydro-1',1',5',5'-
tetramethyl-",woody,amber,cedarwood,woody,"['woody', 'amber', 'cedarwood']"
154171-77-4,"spiro[1,3-dioxolane-2,8'(5'h)-[2h-2,4a]methanonaphthalene],hexahydro-1',1',5',5'-
tetramethyl-, [2's-(2'.alpha.,4'a.alpha.,8'a.alpha.)]-",woody,dry,vetiver,woody,"['woody', 'dry', 'vetiver']"
502847-01-0,"spiro[5.5]undec-8-en-1-one, 2,2,7,9-tetramethyl-",herbal,sage,citrus,herbal,"['herbal', 'sage', 'citrus']"
188199-50-0,"spiro[bicyclo[2.2.1]heptane-s,4'-[1,2]dioxane], 1,7,7-trimethyl-2'-(methylethyl)-,
(1r,2s,2's,4r)",woody,amber,balsamic,woody,"['woody', 'amber', 'balsamic']"
121251-67-0,"spiro[bicyclo[4.1.0]heptane-2,5'-[1,3]dioxane], 2',2',3,7,7-pentamethyl-,
(1.alpha.,3.alpha.,6.alpha.)-",woody,amber,dry,woody,"['woody', 'amber', 'dry']"
121251-68-1,"spiro[bicyclo[4.1.0]heptane-2,5'-[1,3]dioxane], 2',2',3,7,7-pentamethyl-,
(1.alpha.,3.beta.,6.alpha.)-",amber,woody,spicy,amber,"['amber', 'woody', 'spicy']"
678981-31-2,"spiro{5.5}undec-8-en-1-ol,2,2,9,11-tetramethyl-,1-acetate",woody,amber,powdery,woody,"['woody', 'amber', 'powdery']"
8008-80-8,"spruce oil, black",herbal,pine,woody,herbal,"['herbal', 'pine', 'woody']"
68952-43-2,star anise co2 extract,anisic,sweet,spicy,anisic,"['anisic', 'sweet', 'spicy']"
72869-72-8,star anise oil terpeneless,anisic,sweet,spicy,anisic,"['anisic', 'sweet', 'spicy']"
90131-36-5,strawberry extract,fruity,strawberry,raspberry,fruity,"['fruity', 'strawberry', 'raspberry']"
91845-51-1,"styrax (balsam), american, saponified",balsamic,amber,leathery,balsamic,"['balsamic', 'amber', 'leathery']"
8024-01-9,styrax absolute,balsamic,amber,floral,balsamic,"['balsamic', 'amber', 'floral']"
8046-19-3,styrax absolute (low sytrene),balsamic,amber,floral,balsamic,"['balsamic', 'amber', 'floral']"
100-42-5,styrene,floral,balsamic,powdery,floral,"['floral', 'balsamic', 'powdery']"
10521-96-7,styryl acetate,fruity,sweet,pear,fruity,"['fruity', 'sweet', 'pear']"
8016-84-0,tagetes erecta absolute,herbal,floral,minty,herbal,"['herbal', 'floral', 'minty']"
